Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	
Cliente29	02/05/2017	1	2000	VER0020	Espinaca / Libra	
Cliente29	02/05/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	02/05/2017	5	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	01/05/2017	1	4800	FRU0039	Patilla Baby / Unidad	
Cliente29	01/05/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	01/05/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	01/05/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	01/05/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	27/04/2017	2	2400	FRU0025	Lulo / Libra	
Cliente29	27/04/2017	1	1600	FRU0024	Limón Tahití / Libra	
Cliente29	27/04/2017	1	2000	VER0020	Espinaca / Libra	
Cliente29	27/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	27/04/2017	8	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	27/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	26/04/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	26/04/2017	1	1950	FRU0033	Mora Castilla / Libra	
Cliente29	26/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	26/04/2017	1	2000	VER0020	Espinaca / Libra	
Cliente29	26/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	26/04/2017	5	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	25/04/2017	2	2000	FRU0031	Maracuyá / Libra	
Cliente29	25/04/2017	1	2000	VER0020	Espinaca / Libra	
Cliente29	25/04/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	25/04/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente29	25/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	25/04/2017	8	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	25/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	24/04/2017	1	4800	FRU0039	Patilla Baby / Unidad	
Cliente29	24/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	24/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	24/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	24/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente33	23/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente33	23/04/2017	3	1500	TUB0014	Yacón / Libra	
Cliente33	23/04/2017	3	4400	FRU0009	Breva / Libra	
Cliente33	23/04/2017	2	800	VER0042	Repollo Blanco / Unidad	
Cliente33	23/04/2017	3	7000	TUB0013	Zanahoria Baby / Libra	
Cliente33	23/04/2017	3	800	TUB0006	Papa Pastusa / Libra	
Cliente33	23/04/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente29	20/04/2017	1	4800	FRU0039	Patilla Baby / Unidad	
Cliente29	20/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	20/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	20/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	20/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	19/04/2017	2	2000	FRU0031	Maracuyá / Libra	
Cliente29	19/04/2017	8	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	19/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	19/04/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	19/04/2017	6	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	18/04/2017	10	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	18/04/2017	12	1600	FRU0024	Limón Tahití / Libra	
Cliente32	18/04/2017	7	1700	VER0007	Berenjena / Libra	
Cliente29	18/04/2017	2	2000	FRU0031	Maracuyá / Libra	
Cliente29	18/04/2017	8	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	18/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	18/04/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	18/04/2017	6	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	17/04/2017	1	4800	FRU0039	Patilla Baby / Unidad	
Cliente29	17/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	17/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	17/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	17/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	16/04/2017	6	1600	VER0014	Cebolla Larga / Libra	
Cliente32	16/04/2017	4	8500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	16/04/2017	1	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	16/04/2017	8	1500	VER0010	Zucchini Verde / Libra	
Cliente32	11/04/2017	2	1600	VER0014	Cebolla Larga / Libra	
Cliente32	11/04/2017	10	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	11/04/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	11/04/2017	20	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	11/04/2017	6	1700	VER0007	Berenjena / Libra	
Cliente32	11/04/2017	8	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	11/04/2017	4	1600	FRU0024	Limón Tahití / Libra	
Cliente32	11/04/2017	10	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	11/04/2017	32	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	10/04/2017	10	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	10/04/2017	26	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	10/04/2017	36	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	10/04/2017	40	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	10/04/2017	126	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	10/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	10/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	10/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	10/04/2017	1	1950	FRU0033	Mora Castilla / Libra	
Cliente29	10/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente32	10/04/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	10/04/2017	5	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	10/04/2017	20	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	10/04/2017	10	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	10/04/2017	4	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente29	09/04/2017	1	1600	FRU0013	Curuba / Libra	
Cliente29	09/04/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente29	09/04/2017	4	8000	VER0016	Champiñón / Libra	
Cliente29	09/04/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	09/04/2017	7	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	09/04/2017	9	1100	FRU0024	Limón Tahití / Libra	
Cliente32	09/04/2017	11	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	09/04/2017	12	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	07/04/2017	50	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	07/04/2017	20	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	07/04/2017	10	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	07/04/2017	2	1100	FRU0024	Limón Tahití / Libra	
Cliente32	07/04/2017	4	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	07/04/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	07/04/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente32	07/04/2017	10	1500	VER0010	Zucchini Verde / Libra	
Cliente32	07/04/2017	20	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	06/04/2017	1	1600	FRU0013	Curuba / Libra	
Cliente29	06/04/2017	1	2000	FRU0031	Maracuyá / Libra	
Cliente29	06/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	06/04/2017	7	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	06/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	06/04/2017	50	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	06/04/2017	10	1100	FRU0024	Limón Tahití / Libra	
Cliente32	06/04/2017	5	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	06/04/2017	3	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	04/04/2017	1	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	04/04/2017	2	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	04/04/2017	1	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	04/04/2017	2	1950	FRU0033	Mora Castilla / Libra	
Cliente32	04/04/2017	2	1700	FRU0016	Fresa Pareja / Libra	
Cliente32	04/04/2017	3	1100	TUB0008	Papa Sabanera / Libra	
Cliente32	04/04/2017	10	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	04/04/2017	6	1100	FRU0024	Limón Tahití / Libra	
Cliente32	04/04/2017	8	1600	VER0007	Berenjena / Libra	
Cliente29	04/04/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	04/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	04/04/2017	9	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	04/04/2017	1	4500	FRU0039	Patilla Baby / Unidad	
Cliente29	04/04/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	04/04/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	04/04/2017	12	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	04/04/2017	50	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	04/04/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	04/04/2017	4	1500	VER0010	Zucchini Verde / Libra	
Cliente32	04/04/2017	2	1100	TUB0008	Papa Sabanera / Libra	
Cliente32	04/04/2017	20	1100	VER0035	Pepino Cohombro / Libra	
Cliente16	03/04/2017	2	1500	VER0010	Zucchini Verde / Libra	
Cliente16	03/04/2017	1	650	TUB0012	Zanahoria / Libra	
Cliente16	03/04/2017	2	1600	FRU0046	Tomate Chonto / Libra	
Cliente16	03/04/2017	1	5000	FRU0045	Tomate Cherry / Libra	
Cliente16	03/04/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente16	03/04/2017	1	2000	VER0038	Pimentón Rojo / Libra	
Cliente16	03/04/2017	1	4300	FRU0037	Papaya Melona / Unidad	
Cliente16	03/04/2017	1	3000	FRU0014	Durazno / Libra	
Cliente16	03/04/2017	2	2500	VER0018	Coliflor / Libra	
Cliente16	03/04/2017	1	8000	VER0016	Champiñón / Libra	
Cliente16	03/04/2017	2	1700	VER0009	Brócoli / Libra	
Cliente16	03/04/2017	4	1500	FRU0008	Banano Criollo / Libra	
Cliente16	03/04/2017	1	5200	GRA0001	Arveja Desgranada / Libra	
Cliente16	03/04/2017	2	2500	FRU0002	Aguacate Haas / Libra	
Cliente29	03/04/2017	1	1700	FRU0028	Mango Tommy Atkins / Libra	
Cliente29	03/04/2017	7	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	03/04/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	03/04/2017	3	8000	VER0016	Champiñón / Libra	
Cliente32	03/04/2017	4	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	03/04/2017	6	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	03/04/2017	18	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	03/04/2017	15	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	03/04/2017	4	1100	FRU0024	Limón Tahití / Libra	
Cliente32	03/04/2017	8	1600	VER0007	Berenjena / Libra	
Cliente32	03/04/2017	4	1100	TUB0008	Papa Sabanera / Libra	
Cliente32	03/04/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	03/04/2017	3	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	03/04/2017	3	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	03/04/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente32	03/04/2017	15	1500	VER0010	Zucchini Verde / Libra	
Cliente32	02/04/2017	1	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	02/04/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	02/04/2017	14	1500	VER0010	Zucchini Verde / Libra	
Cliente32	02/04/2017	3	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	02/04/2017	12	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	31/03/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	31/03/2017	11	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	31/03/2017	4	1500	VER0010	Zucchini Verde / Libra	
Cliente32	31/03/2017	5	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	31/03/2017	13	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	30/03/2017	2	1700	FRU0016	Fresa Pareja / Libra	
Cliente32	30/03/2017	5	1600	VER0007	Berenjena / Libra	
Cliente32	30/03/2017	5	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	30/03/2017	5	1500	VER0010	Zucchini Verde / Libra	
Cliente32	30/03/2017	20	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	30/03/2017	1	1700	FRU0028	Mango Tommy Atkins / Libra	
Cliente29	30/03/2017	7	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	30/03/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	30/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	28/03/2017	6	1600	VER0028	Lechuga Crespa / Unidad	
Cliente29	28/03/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	28/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	28/03/2017	1	2400	FRU0025	Lulo / Libra	
Cliente29	28/03/2017	1	2000	FRU0031	Maracuyá / Libra	
Cliente29	28/03/2017	3	1100	FRU0023	Limón Común / Libra	
Cliente29	28/03/2017	1	6500	VER0002	Ajo Importado / Libra	
Cliente32	28/03/2017	2	1500	VER0010	Zucchini Verde / Libra	
Cliente32	28/03/2017	3	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	28/03/2017	11	1100	FRU0024	Limón Tahití / Libra	
Cliente32	28/03/2017	10	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	28/03/2017	21	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	28/03/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	28/03/2017	3	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	28/03/2017	5	1100	FRU0024	Limón Tahití / Libra	
Cliente32	28/03/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	28/03/2017	3	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	28/03/2017	3	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	28/03/2017	18	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	28/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente32	28/03/2017	7	1500	VER0010	Zucchini Verde / Libra	
Cliente32	28/03/2017	20	2000	VER0038	Pimentón Rojo / Libra	
Cliente29	27/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente29	27/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	27/03/2017	7	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	27/03/2017	9	1600	VER0028	Lechuga Crespa / Unidad	
Cliente22	27/03/2017	1	8000	VER0016	Champiñón / Libra	
Cliente22	27/03/2017	1	2000	VER0038	Pimentón Rojo / Libra	
Cliente22	27/03/2017	1	1500	VER0010	Zucchini Verde / Libra	
Cliente22	27/03/2017	1	1600	FRU0046	Tomate Chonto / Libra	
Cliente22	27/03/2017	1	4300	FRU0037	Papaya Melona / Unidad	
Cliente22	27/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente22	27/03/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente22	27/03/2017	1	2000	VER0020	Espinaca / Libra	
Cliente22	27/03/2017	4	3000	GRA0006	Mazorca Desgranada / Libra	
Cliente32	26/03/2017	6	1500	VER0014	Cebolla Larga / Libra	
Cliente32	26/03/2017	12	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	26/03/2017	5	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	26/03/2017	12	1600	VER0007	Berenjena / Libra	
Cliente32	26/03/2017	20	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	26/03/2017	20	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	26/03/2017	2	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	26/03/2017	3	1600	VER0007	Berenjena / Libra	
Cliente32	26/03/2017	10	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	26/03/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	26/03/2017	12	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	25/03/2017	1	2000	VER0020	Espinaca / Libra	
Cliente29	25/03/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	25/03/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	25/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	
Cliente29	25/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	25/03/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	25/03/2017	6	1600	VER0028	Lechuga Crespa / Unidad	
Cliente5	24/03/2017	2	1600	FRU0046	Tomate Chonto / Libra	
Cliente5	24/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente5	24/03/2017	3	1600	FRU0035	Naranja Tangelo / Libra	
Cliente5	24/03/2017	2	1350	FRU0026	Mandarina Arrayana / Libra	
Cliente5	24/03/2017	1	2400	FRU0025	Lulo / Libra	
Cliente5	24/03/2017	1	1200	FRU0020	Guayaba Pera / Libra	
Cliente5	24/03/2017	3	1100	FRU0017	Granadilla / Unidad	
Cliente5	24/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	
Cliente5	24/03/2017	1	2000	FRU0012	Ciruela / Libra	
Cliente5	24/03/2017	1	8000	VER0016	Champiñón / Libra	
Cliente5	24/03/2017	1	1500	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente5	24/03/2017	1	1700	VER0009	Brócoli / Libra	
Cliente5	24/03/2017	2	1600	VER0007	Berenjena / Libra	
Cliente5	24/03/2017	2	1500	FRU0008	Banano Criollo / Libra	
Cliente5	24/03/2017	1	5200	GRA0001	Arveja Desgranada / Libra	
Cliente5	24/03/2017	2	3000	VER0004	Alcachofa / Libra	
Cliente5	24/03/2017	1	1000	VER0003	Albahaca / 100 gramos	
Cliente5	24/03/2017	2	700	VER0006	Ahuyama / Libra	
Cliente5	24/03/2017	1	2500	FRU0002	Aguacate Haas / Libra	
Cliente5	24/03/2017	1	13000	FRU0001	Agraz / Libra	
Cliente29	23/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	
Cliente29	23/03/2017	2	8000	VER0016	Champiñón / Libra	
Cliente29	23/03/2017	6	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	23/03/2017	5	1600	VER0028	Lechuga Crespa / Unidad	
Cliente2	23/03/2017	6	650	TUB0012	Zanahoria / Libra	
Cliente2	23/03/2017	1	1500	TUB0014	Yacón / Libra	
Cliente2	23/03/2017	2	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente2	23/03/2017	2	1600	FRU0046	Tomate Chonto / Libra	
Cliente2	23/03/2017	1	5500	VER0050	Rúgula / Libra	
Cliente2	23/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente2	23/03/2017	2	4300	FRU0037	Papaya Melona / Unidad	
Cliente2	23/03/2017	1	5000	FRU0032	Melón / Unidad	
Cliente2	23/03/2017	1	2000	FRU0031	Maracuyá / Libra	
Cliente2	23/03/2017	1	1700	FRU0028	Mango Tommy Atkins / Libra	
Cliente2	23/03/2017	1	2400	FRU0025	Lulo / Libra	
Cliente2	23/03/2017	3	1100	FRU0024	Limón Tahití / Libra	
Cliente2	23/03/2017	1	2000	VER0030	Lechuga Morada / Unidad	
Cliente2	23/03/2017	2	2000	VER0029	Lechuga Lisa / Unidad	
Cliente2	23/03/2017	2	1600	VER0028	Lechuga Crespa / Unidad	
Cliente2	23/03/2017	1	1300	VER0024	Habichuela / Libra	
Cliente2	23/03/2017	2	1700	FRU0016	Fresa Pareja / Libra	
Cliente2	23/03/2017	1	2500	VER0018	Coliflor / Libra	
Cliente2	23/03/2017	1	600	VER0017	Cilantro / 100 gramos	
Cliente2	23/03/2017	1	8000	VER0016	Champiñón / Libra	
Cliente2	23/03/2017	1	2200	VER0015	Cebollín / 100 gramos	
Cliente2	23/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente2	23/03/2017	1	1500	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente2	23/03/2017	1	4000	FRU0010	Carambolo / Libra	
Cliente2	23/03/2017	1	4000	FRU0005	Ají Jalapeño / Libra	
Cliente2	23/03/2017	2	2500	FRU0002	Aguacate Haas / Libra	
Cliente2	23/03/2017	1	1700	VER0009	Brócoli / Libra	
Cliente2	23/03/2017	1	700	VER0008	Berro / 100 gramos	
Cliente2	23/03/2017	1	1800	FRU0007	Banano Bocadillo / Libra	
Cliente2	23/03/2017	1	5200	GRA0001	Arveja Desgranada / Libra	
Cliente2	23/03/2017	2	1700	VER0005	Apio / Libra	
Cliente2	23/03/2017	2	1000	VER0003	Albahaca / 100 gramos	
Cliente2	23/03/2017	2	700	VER0006	Ahuyama / Libra	
Cliente2	23/03/2017	2	700	VER0001	Acelga / Libra	
Cliente29	22/03/2017	1	5000	FRU0032	Melón / Unidad	
Cliente29	22/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente29	22/03/2017	1	1100	FRU0024	Limón Tahití / Libra	
Cliente29	22/03/2017	1	1100	VER0035	Pepino Cohombro / Libra	
Cliente29	22/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	22/03/2017	9	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente29	22/03/2017	7	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	22/03/2017	6	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	22/03/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	22/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	22/03/2017	20	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	22/03/2017	6	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	22/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente1	22/03/2017	1	8000	VER0016	Champiñón / Libra	
Cliente1	22/03/2017	1	2500	FRU0018	Guanabana / Unidad	
Cliente1	22/03/2017	1	900	TUB0004	Jengibre / 100 gramos	
Cliente1	22/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente1	22/03/2017	2	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente1	22/03/2017	1	4000	FRU0042	Piña Golden Sweet / Unidad	
Cliente1	22/03/2017	4	1100	FRU0024	Limón Tahití / Libra	
Cliente1	22/03/2017	5	1100	FRU0017	Granadilla / Unidad	
Cliente1	22/03/2017	2	1700	FRU0016	Fresa Pareja / Libra	
Cliente1	22/03/2017	1	1500	FRU0008	Banano Criollo / Libra	
Cliente29	21/03/2017	1	2400	FRU0025	Lulo / Libra	
Cliente29	21/03/2017	1	2000	FRU0031	Maracuyá / Libra	
Cliente29	21/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	21/03/2017	8	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	21/03/2017	8	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	21/03/2017	6	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	21/03/2017	3	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	21/03/2017	3	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	21/03/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	21/03/2017	7	1600	VER0007	Berenjena / Libra	
Cliente32	21/03/2017	4	1100	TUB0008	Papa Sabanera / Libra	
Cliente32	21/03/2017	18	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	21/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente32	21/03/2017	14	1500	VER0010	Zucchini Verde / Libra	
Cliente32	21/03/2017	20	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	20/03/2017	3	1500	VER0014	Cebolla Larga / Libra	
Cliente32	20/03/2017	6	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	20/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	20/03/2017	6	1500	VER0010	Zucchini Verde / Libra	
Cliente32	20/03/2017	10	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	20/03/2017	10	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	17/03/2017	1	1950	FRU0033	Mora Castilla / Libra	
Cliente32	17/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	
Cliente32	17/03/2017	6	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	17/03/2017	6	1600	VER0007	Berenjena / Libra	
Cliente32	17/03/2017	12	1500	VER0010	Zucchini Verde / Libra	
Cliente32	17/03/2017	12	1100	FRU0024	Limón Tahití / Libra	
Cliente32	16/03/2017	10	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	16/03/2017	10	700	VER0049	Yerbabuena / 100 gramos	
Cliente32	16/03/2017	10	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	16/03/2017	20	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	16/03/2017	12	1600	FRU0046	Tomate Chonto / Libra	
Cliente32	16/03/2017	3	1100	FRU0024	Limón Tahití / Libra	
Cliente32	16/03/2017	18	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente32	16/03/2017	12	1700	VER0013	Cebolla Cabezona Roja / Libra	
Cliente32	16/03/2017	4	1600	VER0007	Berenjena / Libra	
Cliente32	16/03/2017	4	1100	TUB0008	Papa Sabanera / Libra	
Cliente29	16/03/2017	1	1700	FRU0016	Fresa Pareja / Libra	
Cliente29	16/03/2017	1	4000	FRU0010	Carambolo / Libra	
Cliente29	16/03/2017	3	8000	VER0016	Champiñón / Libra	
Cliente29	16/03/2017	6	1600	FRU0046	Tomate Chonto / Libra	
Cliente29	16/03/2017	5	1600	VER0028	Lechuga Crespa / Unidad	
Cliente32	15/03/2017	4	1100	VER0035	Pepino Cohombro / Libra	
Cliente32	15/03/2017	15	2000	VER0038	Pimentón Rojo / Libra	
Cliente32	15/03/2017	1	1950	FRU0033	Mora Castilla / Libra	
Cliente32	15/03/2017	3	7500	VER0051	Perejil Crespo / 100 gramos	
Cliente32	15/03/2017	3	800	VER0037	Perejil Liso / 100 gramos	
Cliente32	15/03/2017	1	1500	VER0014	Cebolla Larga / Libra	
Cliente32	15/03/2017	30	1500	VER0010	Zucchini Verde / Libra	
Cliente32	15/03/2017	4	1100	FRU0024	Limón Tahití / Libra	
Cliente32	15/03/2017	6	1600	VER0007	Berenjena / Libra	
Cliente32	15/03/2017	10	1600	FRU0046	Tomate Chonto / Libra	
Cliente10	15/03/2017	4	650	TUB0012	Zanahoria / Libra	
Cliente10	15/03/2017	4	1200	TUB0011	Yuca / Libra	
Cliente10	15/03/2017	4	1600	FRU0048	Tomate Larga Vida / Libra	
